texto,classes_problema
no bairro do Esplanada os moradores de uma das principais ruas que se chama Maurílio de Almeida tão sofrendo só com uma buraqueira eles fizeram até protesto olha as suas fotos que eles enviaram para gente já tem mais de um ano que eles vêm reclamando reclamando e nada calendário JPB foi chamado e vem agora acompanhando essa situação já faz dois meses na data marcada Nossa que voltou lá com essa capa preparada para fazer o calendário JPB porque em dia de sol eu tomo banho de lama aqui na Rua Maurílio de Almeida imagina em dia de chuva a gente volta aqui para mostrar mais uma vez como é que tá a situação da rua que é uma das principais do bairro Esplanada eu só esqueci de um detalhe faltou a bota para eu ter condições de atravessar a rua né É muita lama e sem resolver o problema só vai piorar que diariamente essa lá não é um absurdo um ano e quatro meses Nessa peleja aqui tentando uma solução para nossos moradores para os condutores de veículos e nessa situação o calendário JPB já veio duas vezes aqui né quando o calendário chega o problema geralmente já tá instalado há muito mais tempo a comunidade já tá sofrendo já procurou todas as formas de resolver a situação que é só a dificuldade que os carros têm para passar quando é o ônibus já chegou aí a gente toma banho de lama aqui na rua Quem tá na parada de ônibus não tem como escapar e essa lama aqui não é só água de chuva vem uma água de esgoto que se mistura aqui por que atende dia de sol tem lama pela rua né e é por isso que o asfalto não dura aqui né recap ou buraco aparece um pouco tempo na questão é o seguinte quantas vezes vem bota esse esse material aí só que não é o material solto aí quando chove qualquer chuvinha que dá só tu tava começa a deslizar no material esse material Fraco mas solta tudo fica esse mercado aí que acaba você no ponto de encontro da gente com os moradores mas lá no fim da rua vocês colocaram uma faixa e também tem um cavalete né Hoje não tem jeito basta olhar aqui para a situação do carro do motorista caindo nos buracos passando pela lama para a gente saber que o carimbo mais uma vez é não resolvido prefeito de São prefeito do Diálogo deveria ter alguém aqui da prefeitura para conversar com doces e vamos cobrar porque nosso direito sangue e perdeu acabou de chegar para que serve o IPTU pago eu acredito que serve para fazer esse tipo de serviço para mim isso é uma falta de respeito com quem tá pagando os impostos tem um benefício melhor mas nada de frente uma academia de saúde em frente do PSF não é favor que a gente paga nossos impostos entendeu a gente tá dentro da Lei nós convidamos o secretário de infraestrutura Cássio Andrade,ruas
o calendário JPB está mais uma vez na Rua Manoel do Nascimento no Jardim Veneza Quando a nossa equipe chegou lá em julho do ano passado contra vários problemas era muita sucata muita água suja no meio da rua Mato e lixo que acabaram levando insetos ratos para casa dos moradores a dona Adélia foi que chamou o calendário a partir daí várias secretarias da prefeitura fizeram uma força-tarefa e os problemas foram quase todos resolvidos quase todos o esgoto entupido na Rua Manoel do Nascimento continua do mesmo jeito a nossa última visita foi no dia 12 do mês passado e a situação tava da mesma forma e o pior a prefeitura disse que o problema era da Cagepa e a Cagepa dizia que era da prefeitura resultado os moradores estão esperando para saber quem é que vai resolver essa situação de vez Então vamos saber o que que tem de novo por lá aqui na minha mão Eu tenho um e-mail da prefeitura se comprometendo enviar um equipe da seinfra até o Jardim Veneza para resolver o problema dos moradores eu tô indo para comunidade agora será que vou ter surpresa boa vamos lá Dona Adélia que coisa boa né Bom dia pessoal tudo bom já cheguei vindo um monte de trabalhar que foi lá voa né não vieram contar para eles o que vocês sabiam sobre o problema ou a gente vê quanto tá e já temos grandes suspeitas a imagem é muito bonita de se ver não né Jane O que é bom de se ver eu trabalho acontecendo há esperança desse problema enfim acabar é verdade Ele disse que vai ver aí a Manilha né da onde é e a gente tá esperando né então vamos esperar a equipe da ciência trabalhar identificar bem esse problema e aí poder dar uma resposta para gente mais seguro né a gente tá animada Vamos esperar né né Depois de Quase duas horas acompanhando o trabalho da seinfra aqui na rua Severino Manoel do Nascimento no Jardim Veneza os técnicos chegaram à conclusão que esse problema que pode ser bem mais difícil de se resolver do que a gente imaginava aqui claramente a gente consegue ver as manilhas e um espaço entre elas por onde a água do esgoto clandestino é jogada na rua acaba saindo pela rua e causando todo esse mal cheiro e as imagem terrível que a gente tá vendo aqui Dona Adélia eu trouxe o calendário JPB 2015 para senhora porque essa história Infelizmente vai até 2015 Mas assim vai até 2015 com uma sensação jamais animadora Por que a gente tá vendo que o pessoal tá trabalhando de quê agora sim a gente tem esperança dessa desse problema ser resolvido daqui o calendário a senhora porque o técnico não é o fiscal de obras da seinfra que está aqui presente Ele conversou comigo explicou a situação mas ele não tem autorização para gravar,ruas
vamos ver o calendário JPB de hoje foram 6 meses de luta do calendário junto com a comunidade do Bairro da Torre para conseguir os equipamentos de ginástica para uma das principais praças lá do bairro a São Gonçalo um local muito frequentado por quem vive nessa área hoje a notícia das melhores vamos conferir seis meses se passaram e o compromisso da prefeitura era de que hoje a comunidade iria inaugurar os equipamentos de ginástica da Praça Tiradentes no Bairro da Torre por enquanto eu só tô vendo parafuso por aqui será que isso vai mudar ainda hoje a comunidade já tá toda reunida aqui na praça com calendário na mão e a data marcada o secretário de esportes Edmilson o Alves também já chegou aqui na praça tá ali Será que isso é sinal de coisa boa Claro que vai ser né com certeza vocês tão na expectativa demais até não é brincadeira não faz mais de ano né que acontecer então vamos tirar dúvida com secretário ele tá ali no telefone mas eu vou pedir com jeitinho para quem Desligue para falar com agente secretário chega aqui Um passarinho me contou que esses equipamentos de ginástica chegam aqui na praça ainda hoje com certeza a gente tá eu tô feliz eu tô até sorrindo aqui né porque graças a Deus é mais uma vitória da sociedade da Prefeitura em parceria com todo a comunidade que reivindicar né inclusive nós temos aqui uma das regiões do Up do orçamento participativo que tem trabalhar atualmente para que a gente possa realmente atender a demanda da nossa comunidade pertinho da comunidade será que ainda hoje de manhã será que a gente consegue mostrar-se arquivamento chegando com certeza esse aí já tá incluso o caminhão de viagem para cá né Ele tá esperando pedir para o pessoal esperar com certeza pode esperar que tá chegando a gente espera que isso realmente seja concretizado para o bem de todos só relando dance só tô vendo que tem uma que tá toda pronta para fazer atividade física é porque o caminho a partir de 5 horas começa a minha caminhada aí fiquei esperando aguardar um pouquinho da energia para inaugurar esse aqui para mim Estou aguardando sim os equipamentos estavam guardados lá no centro de treinamento do Valentina Mas aí o secretário disse que o caminhão já saiu com esses equipamentos e eu quero ver ele chegando vamos esperar né estamos assim ah tenta tenta mesmo para chegar em tão esperado caminhão com os equipamentos graças a Deus foi uma surpresa muito grande muito boa né e agradecemos a você que está aqui sempre conosco e tem que conseguir muitas coisas por aí nos bairros por fora nós temos acompanhado estamos muito feliz por isso,outros(obras)
as aulas nas escolas e creches do estado da maioria dos Municípios paraibanos começaram ontem em Queimadas aqui no Agreste o ano letivo em uma escola em uma creche não foi iniciado porque a construção do local não terminou o calendário JPB foi conferir o andamento dessa obra A Creche começou a ser construída em 2012 e a previsão era para ser entregue em fevereiro de 2013 Era porque de concluída a obra não tem nada o calendário JPB que foi chamado pelos moradores já fez várias Idas e Voltas para verificar o cumprimento dos prazos além da creche o anexo da Escola Municipal Tertuliano Maciel em Queimadas também é cobrança do calendário pela sétima vez tivemos no local e os moradores que acompanham o andamento da obra dizem que pouca coisa Isa mudou por aqui na verdade não mudou nada porque eles Prometeram no dia 27 do mês passado entregar a escola funcionando com as carteiras com energia com água e o que nós estamos vivendo na verdade a escola sem carteira sem energia sem água sem estar 100% concluído ainda está em reforma nos dois locais até tem trabalhadores dando andamento as obras mas para o ano letivo previsto para começar nesta segunda-feira Elas não ficaram prontas aqui comigo estão os representantes da comunidade que chamaram calendário do JPB esse problema é um caso antigo é tanto que ele já tem aqui o calendário de 2013 o outro aqui segurando o calendário 2014 eu já trouxe o calendário de 2015 até agora nada foi resolvido a creche ela está adiantada um pouco assim as paredes foram levantadas aqui no anexo Tá bastante adiantadas em 90% da obra mas ainda não está concluída em 100% se eu tirasse a expectativa de vocês assim acredita que fica pronto quando isso aqui você veio aqui da obra eu creio aí tem uns dois meses ainda para primeiro ser inaugurado mas assim ainda tem esperança de que fica resolvido tenho esperança Esperança nunca acaba Pois é são duas obras que ainda não foram concluídas de acordo com a diretora da escola municipal o serviço que está sendo feito no local não deve atrapalhar o andamento do ano letivo das crianças não vai prejudicar porque a secretaria de educação vai fazer um novo calendário para o ano letivo o que seria ideal para a comunidade era que o poder público ele entendesse que ele está mexendo com o povo e que ele fosse mais sincero e dissesse realmente aquilo prazo correto para que a gente também não ficasse não sei explicar como a gente fica impotente diante de uma situação como essa Justiça seja feita a obra até que tá bem é adiantada mas não tá pronta a gente viu aí que os alunos não podem ficar sem aulas nós tentamos durante dois dias entrar em contato com a prefeitura da cidade e com a construtora e até agora não conseguimos eu não vou marcar nenhuma data de retorno a gente vai esperar aqui alguma resposta por favor senhor,educacao
Avenida que ninguém reclama da estrutura da pista não a rua nova bonita não tem buraco só que falta sinalização um problema que tem trazido muitos transtornos da primeira vez que o calendário JPB esteve lá no local foi durante um protesto dos moradores agora Valéria Assunção voltou até Avenida Almeida Barreto para saber se foi resolvido vamos ver veículos demais finalização de menos o resultado dessa matemática não poderia ser diferente muito acidente muito acidente aqui aqui depois de 6 horas da noite você Travessa arrumou um sacrifício do mundo aqui não tem faixa para pedestre complicação para entrar nessa rua aqui já fizeram protesto dos moradores da Avenida Almeida Barreto que tem início nas proximidades do açude velho esses and até o bairro do Centenário em Campina Grande no início do ano ano Avenida foi totalmente pavimentada o que possibilitou o aumento no tráfego de Veículos São mais de dez mil por dia mas também trouxe um problema depois que fizer a avenida aqui ficou mais complicado ontem segunda-feira a gente voltou aqui hoje para conferir Estamos vendo que o problema permanece com relação a instalação da lombada eletrônica ele havia dito que seria complicado Devido as curvas no local que dificultariam a visibilidade mas que a sttp estaria fazendo estudos para colocação de uma lombada física só que nada disso foi feito né seu Francisco,outros(obras)
moradores da cidade de Queimadas pediram a conclusão de uma creche e a reforma de uma escola municipal missão Claro para o calendário JPB que missão alegação volta ao local várias vezes e foi ver como está o andamento dessas obras ver a creche concluída é o sonho dos moradores do Bairro do Ligeiro principalmente quem tem filhos pequenos são mais animado e muito né porque eu preciso trabalhar mas não tem com quem fique com meus filhos Eu Já inventei trabalhar mas só que eu saí já por conta disso porque não adianta eu arrumar um serviço pagar outra pessoa aí eu vou trabalhar de graça para os outros com a creche quando cresce é muito mais melhor né a construção da creche Foi iniciada pela prefeitura de Queimadas em 2012 mas a construtora abandonou o serviço ano passado os moradores chamaram o calendário JPB que desde então vem acompanhando o caso a última vez que estivemos no local foi no mês de maio 17 de julho foi o prazo pedido pela prefeitura de Queimadas para resolver todos os problemas de licitação e retomar a obra de construção da creche como também concluir a reforma do anexo da Escola Municipal depois do recesso de 4 meses do calendário JPB devido ao período eleitoral a gente está de volta que é ligeiro e olha só que boa notícia pelo menos como a gente pode ver tem gente trabalhando serviço foi iniciado e tem muito material no canteiro de obras outro pedido dos moradores é a conclusão da reforma do anexo da Escola Municipal Tertuliano Maciel bem ao lado da creche que está adiantada mas não foi concluída a expectativa nossa seria do início de Junho ao final de Maio para o início de Júnior Acredito eu que mais tardar 2 de junho a gente já pode estar namorando ou seja Júnior Vamos marcar aqui no nosso calendário 1º lembrar que é para conclusão total da creche ou seja para inauguração exatamente o que é bom que ele já reafirma aqui com a gente no calendário inauguração da creche já funcionando Espera mais um pouco espera mais um pouco a gente já esperou já quase dois anos então não custa mais esperar alguns meses Então tá vamos lá no caso Júnior Vamos marcar aqui mês de junho Olha só início de Junho dia 2 de junho é a data marcada para o calendário JPB voltar e ver essa obra aqui Prontinho tudo isso aqui funcionando cheio de crianças brincando agora tem uma outra pendência também que é com relação à reforma do anexo da Escola Municipal não é a sua pasta mas eu já entrou em contato com o secretário e qual a resposta que ele deu porque que não tá pronto uma queda no repasse do fpm nesses últimos meses e a prefeitura teve que desacelerar a obra Nós estamos vendo tá 92% concluída é Acredito eu que em janeiro mais ou menos dia 27 de janeiro nós vamos estar aí com essa parte dessa reforma de extensão da escola Tertuliano totalmente concluída a palavra dada e eu vou aproveitar que,educacao
calendário JPB foi pela primeira vez no mercado do Geisel e no dia 24 de Abril desse ano de lá para cá foram 3 visitas estou mexendo e reclamam da falta de infraestrutura do lixo que acumula dentro do mercado e pedem uma reforma que de condições de trabalho para todos e também condições de compra para os clientes que frequentam o local na nossa última visita o administrador no mercado marcou o calendário e garantiu que hoje teria novidade do secretário vai realmente autorizar é a vida do pessoal para executar a reforma do tão esperado de mercado do Geisel do Nilson os moradores acreditam que o 11 de novembro é uma data boa para o calendário JPB voltar aqui Você concorda com essa data concordo já vai ter melhoria aqui com certeza você vai ter surpresa Karine Tenório ao vivo no mercado do Geisel Eu e o pai quer saber ver minha amiga Karine você teve realmente surpresa boa quando chegou por aí boa tarde Bruno eu trago muito boas notícias aqui do mercado do Geisel eu eu cheguei aqui logo cedo conversei com os moradores encontrei ele sorrindo os Comerciantes principalmente o cenário mudou bastante vou conversar muito não vamos ver a reportagem calendário JPB de volta ao mercado do Geisel eu já tô aqui com seu Moisés que é o nosso Guardião e uma cena bonita de se ver manutenção limpeza as coisas acontecendo aqui no mercado é isso mesmo seu Moisés Positivo né porque do jeito que estava não dava para a gente conviver né hoje o trabalho Começou cedo aqui né Graças a Deus né Sem verificação do Povo justo e mais uma vez é um prazer falar com o calendário e responsabilidade que vocês tem o comprometimento que ele tem com vocês é importante e se tiver com uma comunidade é muito bom é muito bom poder contar com a presença aqui das autoridades a gente sabe que a ele sempre foi uma parceira né do calendário JPB e hoje não tá sendo diferente a primeira cena que a gente vê quando chegar aqui é a limpeza sendo feito eu sei que tem muito lixo aí dentro desse mercado e fica inclusive o recado também para os Comerciantes para que eles colaborem com isso pedi para você pessoal a comunidade do Geisel que ajude a gente manter o mercado Limpo assim como não trazer sujeira para o mercado cada um fazendo a sua parte aqui vai melhorar cada vez mais pequena animada para Moisés agora eu quero ir lá para aquele outro lado do mercado onde ficava Aquele lixo onde tinha aquele problema do banheiro que eu quero ver como é que tá a situação esse muro para mim é novidade exatamente para evitar aquele problema que nós tinhamos anterior não é isso ali gente Onde está construído esse muro era um lixão era horrível tinha só tinha coisa estragada tinha tudo que não presta né só que eles da vitória muito grande que diz final desse,outros(obras)
completamente de assunto Bruna Imagina eu quero te mandar uma carta o meu convite de aniversário de calçamento por exemplo uma empresa que é uma conta aí complica né aí fica muito difícil e é esse o problema dos moradores do Planalto Boa Esperança quem chamou o calendário JPB estudante o Dinei Delgado e a nossa equipe tá acompanhando e quer ajudar a resolver essa situação a gente morar aqui que a gente tá sem nada mais me responder né correspondência vem lá para casa da minha sogra quer funcionar de três e de lá ela vai passa para mim porque para cá não vem não eu não só dos Correios a energia o lixo que veio passar pouco tempo que várias vezes pessoas foram lá na o carro passava na esquina falávamos com motorista para passar aqui eles não passavam é muito complicado viu disse que teria que ser feito o padrão né ele que a gente o nome de uma pessoa que já faleceu procurar a Câmara Municipal Vereador Antônio Aquino burocracia né Foi por conta disso que a gente vai sair o calendário então se a solução começa pela câmara de vereadores é lá que a gente vai para tentar resolver esse problema o que que a câmara pode fazer para ajudar o Jack na prefeitura Eles foram informados que o processo começa por aqui procurar o lugar certo a Câmara Municipal de João Pessoa para encaminhar uma solicitação de nome de rua e trouxe a certidão de óbito do avô dele que é um militar faleceu a comunidade concorda que esse seja o nome da rua então esse primeiro passo da comunidade já foi dado a partir de agora é com o senhor já está apresentando este nome terça-feira na quarta-feira já encaminhado para Comissão de Justiça Cissa e ali ele vai dar o parecer para retornar a casa para que possamos aprovar o parecer que já vem aprovado então a gente bota e votação e em seguida nós Faremos Contato dizendo que já foi aprovado para que vocês possam acompanhar lá na prefeitura e receber o padre placa no dia primeiro que é o dia que o povo chama né O Dia da Mentira para o mês de abril não quer mentir locar no dia 3 então tá combinado vamos acompanhar volta do calendário JPB ao Planalto Boa Esperança vamos saber como está a situação da Rua 100 não 3 de abril e cá Estou eu de volta no bairro Jardim Planalto no Valentina para acompanhar a situação dos moradores que eu posso dizer agora que o mais um prazo encerrou e por enquanto não tem placa com o nome de rua aqui onde os moradores chamaram a gente por outro lado dá uma olhada a gente conseguiu mobilizar muita gente que está envolvida nesse processo aí para atender necessidades dos moradores Então já vou dizer que a gente vai ter um carimbo ruim hoje mas bem boa notícia por,ruas
o calendário JPB volta mais uma vez a cidade de Massaranduba Pois é a gente não se cansa um local onde várias famílias aguardam há muito tempo uma solução para um problema que está tirando o sossego dos moradores há anos há alguns anos a chuva derrubou os muros de 7 residências E desde então o esgoto corre a céu aberto e a muito perigo pelo local quase três anos após enchente o medo ainda faz parte do dia a dia dessas famílias nós estamos sentindo seguro porque eu mesmo como moradora faz três anos Vai fazer três anos que sair daqui tô morando na casa da minha filha Pois então assim condição de voltar para não acontecer o que aconteceu em 2011 o quintal das oito casas da Rua Herculano José Ferreira no centro de Massaranduba foi levado pela enchente de 2011 e ainda atingiu o Ginásio Municipal Robertão que fica nos fundos das residências há um ano a prefeitura fez novo aterro e construir um muro de arrimo para evitar novos deslizamentos faz a obra não foi concluída fizeram um muro mal feito errado a fundação e trancou já com o preço da terra fizeram abandonar não disseram nada ninguém é assim não completar a obra nem nada aí a gente fica esperando as outras casas corre a céu aberto para dentro do campo de futebol única área de lazer de Massaranduba que permanece assim em Total estado de abandono esgoto aqui tá horrível que o mosquiteira tão grande não sua casa ali que minha mãe não tem defeito nenhum em cima de uma cama não fala não anda tudo na mão Aí tem que dar em cima de uma cama colchão de plástico para poder conseguir Então ela tá saindo é minha mãe eu sinto muito Sim haverá revolta porque daí minha mãe Nessa condição e ninguém toma Providência antes não era assim que não era quinta-feira seguinte quero um campo que todo mundo da bagunça aí eu não gosto muito de falar que eu fico emocionada eu fico muito revoltada com essa situação pois eu tô aqui com todos os moradores e a verdade é que quando um gestor público é eleito pelo povo ele recebe para poder fazer benefícios por essa comunidade para resolver os problemas se não tem recursos tem que buscar uma solução e é isso que esses moradores estão cobrando Infelizmente essa solução ainda não chegou mais de um ano e a obra continua do mesmo jeito e a gente vai carimbar aqui não resolvido e vamos continuar cobrando a prefeita Joana D'arc Coutinho disse que não estava aqui em Massaranduba eu falei com ela por telefone ela alegou que a prefeitura não tem recursos próprios para continuar a obra que já existe um projeto junto ao governo federal da ordem de r$ 250000 para concluir o serviço inclusive fazer a recuperação das residências ela disse que de acordo com a Caixa Econômica esses recursos estarão disponíveis até o mês de setembro ou seja mais meses pela frente de espera a gente vai voltar só que devido ao período eleitoral o calendário JPB vai estar em recesso,ruas
Olá boa tarde hoje é dia de volta do calendário JPB após o período de recesso por causa das eleições é dia de convênio como andam as obras da Vila Olímpica Ronaldo Marinho antigo Dede Quem tá lá ao vivo é Karine Tenório faz tempo Karine que os moradores que nós esperamos respostas e hoje chegou o grande dia calendário de volta muito boa tarde boa tarde Bruno primeiro quero falar da minha alegria de estar de volta com o calendário JPB a gente sabe que essa tem se mostrado uma importante ferramenta de cidadania de ligação mesmo entre a comunidade EA autoridade portanto é muito bom estar de volta depois de um recesso com mais força e aqui eu estou ao vivo em frente à Vila Olímpica Ronaldo Marinho também muito conhecida como Dead e aqui a gente começou a conversa história em 2012 em abril de 2012 portanto com mais de dois anos acompanhando essa história inicialmente era uma reclamação de uma parede que tava desabafar nós somos chamados pela turma da melhor idade a turma de dança da que idade e essa parede realmente desabou depois da suplan através do Governo do Estado anunciou uma grande obra uma grande reforma aqui na Vila Olímpica Ronaldo Marinho essa obra começou nós continuamos acompanhando cada passo dessa história mas a obra ainda não está concluída nós não temos autorização para entrar na Vila Olímpica Ronaldo Marinho mas aqui do lado de fora do portão a gente consegue observar o que pode já está pronto que tá em andamento o gramado por exemplo a gente observa que está concluído Mas a pista de atletismo que tá o redor Ainda não mas tendo estive aqui conversei com a comunidade e daqui a pouco eu volto com essa reportagem completa viu Bruno daqui a pouquinho então o calendário JPB tá de volta Vila Olímpica Ronaldo Marinho e a hora de relembrar a luta de quem fazia atividades físicas Na antiguidade para um local seguro para se exercitar o calendário JPB acompanha essa história mais de dois anos e meio o pedido foi da turma de dança da Vila Olímpica Ronaldo Marinho que não tinha mais como continuar as aulas no local de tão abandonada pelas autoridades a estrutura até oferecia riscos esse ginásio está interditado parede do ginásio fechado a 6 anos está ameaçando cair em cima da sala uma grande reforma foi anunciada pelo governo do estado e o calendário acompanhou tudo o prazo para conclusão do serviço seria Em janeiro deste ano seria eu tô aqui viu se Deus quiser eu tô Infelizmente o coração de Seu José parou Antes de ele ver o sonho realizado nossa última visita obra foi em maio nada concluído segunda-feira 3 de novembro 3 de novembro o calendário JPB volta ao Dead e não é só para ele estar pronto não é para estar funcionando,outros(obras)
mês de novembro do ano passado o calendário JPB vem acompanhando o caso dos moradores da Rua Deputado Flaviano Ribeiro Coutinho filho Alto das populares lá em Santa Rita lá olha situação é essa esgoto correndo na porta de casa um buraco aberto água suja jorrando e prejudicando todo mundo o mau cheiro é grande tem gente ficando doente por causa disso tudo a obra de esgoto da Cagepa ainda não foi concluída e segundo a empresa os moradores devem ter feito ligações clandestinas na tubulação a rede de esgotamento sanitário só deve ficar pronta no final desse ano mas antes disso quem está sendo prejudicado O que é que sudema prefeitura a Cagepa encontra uma solução para acabar com as ligações clandestinas e hoje tem notícia boa a Prefeitura vai assumir essa situação está de volta ao Alto das populares aqui em Santa Rita porque o dilema desse buraco foi aberto certo com o esgoto jorrando no meio da rua continua a Cagepa não achou diz cobra não é dela põe a culpa na prefeitura de Santa Rita a prefeitura rebate e diz que a culpa também não é dela o certo aqui no final da história quem tá perdendo quem tá com muita dor de cabeça são os moradores de Santa Rita e a gente voltou aqui para conversar com os moradores Sérgio 4 de março voltamos nada foi resolver nada muda Até então a gente tá aguardando esperando o que é que vai ser né ele quem vai ser a decisão que vai fazer o trabalho se a prefeitura ou a Cagepa vai para Cagepa não tem solução se o dela vem disse que não tem solução vai para prefeitura prefeitura diz que a obra não foi entregue a ela manda secretário mandar isso manda aquilo eu só quero fazer um apelo aqui se for Cagepa se fosse o dema se for Prefeito aqui a prefeitura que ninguém sabe se realmente quem é Prefeito Quem Deixa de ser então que conserte in the dependente de qualquer tipo de órgão que conserte Por que a população está sofrendo muito isso aqui tá melhor porque eu limpei a esposa do seu Sérgio a senhora doente limpou aqui tirou mato tirou tudo aí essa água quando fica bem postando aí a gente vai tira o esposo dela já acabou ali para sair nada resolvido ninguém sabe de quem é a culpa a culpa é Nossa por que estamos pagando então a culpa é do moradores e de mais ninguém carimbo de mãos problema não foi resolvido a gente dar o periquito agora a gente vai escutar posicionamento da Prefeitura Municipal de Santa Rita tô aqui com o secretário municipal de comunicação Carlinhos Cagepa diz que como é que não tem rede de esgoto responsabilidade dela foi a postura da prefeitura perante essa declaração da Cagepa falta que precisa ser resolvido Independente de Cagepa prefeitura Com certeza a partir de agora a Prefeitura vai sim entrar em contato com a Secretaria de Cultura caso eu posso resolver pela Secretaria de Cultura legalmente Por que não se sabe exatamente que pega essa hora nós vamo procurar construtora que começou e nós sabemos Qual foi e vamos ao Ministério Público que for preciso caso não precisa,outros(saneamento)
Vamos para o calendário que eu estava passando de uma grande festa comemoração é com os estudantes de uma escola estadual Professora Maria do Carmo de Miranda no bairro de Jaguaribe a reivindicação deles uma obra que tava paralisado cobra botando a situação tá feia por lá você quer ver só as obras de ampliação da Escola Estadual Professora Maria do Carmo de Miranda ficaram paradas por mais de três anos sem ver a situação mudar eles chamaram calendário JPB é um sentimento de revolta né porque uma escola tá desse jeito tá pior do que o cenário de guerra aqui e eles nem aí é muito entulho mesmo sem falar no material da obra que tá aqui jogado nesse esse ponto próximo a quadra que também tá já desabando olha só a situação do ginásio de esportes da escola que hoje não tem como receber qualquer tipo de atividade física mas a batalha estava só começando sem providências das autoridades Os estudantes foram para Rua estar Os estudantes conseguiram um carro de som e com cartazes e faixas estão seguindo em direção a primeira gerência de estilo eles querem uma resposta que esse abandono das obras há tanto tempo a notícia boa veio no fim de Abril as obras na escola em retomadas pela primeira vez nós vamos poder mostrar o resultado da luta dos Estudantes as obras recomeçaram porque a gente não tanto tempo e de repente tá começando a se realizar já é uma felicidade imensa nossa última visita foi em junho e as expectativas eram as melhores as coisas estão acontecendo dentro da normalidade todos temos um período muito difícil em que as coisas não eram fáceis para gente como vocês viram acompanharam a luta da gente e a música Tropicália até os próprios estudantes né que eles foram escutados que tá tudo acontecendo e que a luta continua né E hoje 17 de novembro a gente voltou a Escola Estadual Professora Maria do Carmo Miranda tá faltando bem pouquinho para fazer um festão por lá e a Karine Tenório vai mostrar logo se essa nossa luta já mudou a realidade da escola e sala de aula nova aqui na Escola Estadual Professora Maria do Carmo de Miranda aqui por exemplo em breve vai ser a sala de vídeo nesses cinco meses as obras andaram bastante e tá quase tudo pronto né diretora Sim falta pouco né Depois de longo longo e Tenebroso inverno agora como eu já tinha dito anteriormente a bonança chega,educacao
Por falar em União de pessoas pessoal de juntar forças o calendário JPB vem acompanhando uma situação lá no Roger que exige União do poder público a cada nova visita lá a Rua Anísio Salatiel fica mais clara a necessidade de representantes de vários órgãos se juntarem para resolver o problema das galerias entupidas que alagam tudo leva o esgoto água da chuva para dentro da casa dos moradores e se amar é do Bairro do Roger A solução do problema dos moradores daqui depende também disso Essa é a quarta visita do calendário JPB e eu nunca pensei que fosse tão difícil resolver um problema de desentupimentos de uma galeria hoje é dia de Maré cheia aí vai com até se a água ao invés disso a para o Rio acaba retornando para galeria e o que a gente vê hoje é que a tubulação tá cheia d'água o que aumenta ainda mais o problema na Rua Anísio Salatiel Por que as Galerias ficam cheias e como tem água de esgoto misturada então fica que ele problemão que ninguém aguenta ficar na rua pessoal da seinfra tá aqui mais uma vez o pessoal da Defesa Civil também máquina hoje não pode trabalhar com tubo Sheila não pode trabalhar porque a dívida tábua da maré tá alta aí tu pode dar retorno para casa então ele tá esperando aqui essa semana é maré alta para semana é seca em que vem pode fazer alguma coisa por aqui para tentar desentupir a cera desentupindo esse aqui resolvi aquele problema não não é um paliativo para resolver tem que fazer um novo projeto galeria esgoto e só a galeria também não resolve não tem que dar uma aliviada dá uma ajuda né senão feliz como ele tá dizendo que tem para semana vem com a galera que a maré tá baixa e ele desentupir pelo menos lá tirar aquela terra que tá dentro da galeria lá e aqui vamos comer um paliativo se eu descobrir que tem uma outra galeria que também tem ligação com a rua de vocês lá tem sim e essa galeria ela deve tar obstruída por que a água fica parada ela não desce milímetros nenhum e um caso lá que a galeria ia vim por trás por trás das casas aí não tem controle da gente a gente a gente fazer nada porque construíram em cima das casas ninguém pensa na situação ali pensa no outro né meu vizinho Deus para si diabo para os outros a gente já acionou a Cagepa para saber se é possível fazer a ligação de esgoto na rua porque a tubulação de esgoto passa na frente da rua e tem um outro tubulação que passa no final da rua então seria só uma ligação para que resolver esse problema do esgoto e a isso já também ajudaria na questão das galerias que irão ficar sem essa água de esgoto escoando vamos lá para Rua para gente mostrar como tá hoje para o,outros(saneamento)
