full_text,reclamacao
"É como uma conhecida falou

“Não adianta o cachorro pode ter a melhor ração em casa, mas na rua ele fuça no lixo”",não

"engordei tanto q to com vergonha de sair na rua.

eu sou um lixo",não

peço desculpas pra qm me ver na rua pq to o próprio lixo hj,não

"paulistano é merda

para de jogar lixo na rua seu fdp",não

"Joga lixo na rua depois reclama de alagamento, vai lá boçal",não

"@comlurbcomunica só pode ser desconhecimento da cidade planejar uma rota de coleta de lixo numa rua com 1 pista em horário de rush.

Prefeito Dulcídio Cardoso na ABM às 7:30 da noite e brincadeira",sim

"@FeCastanhari @jairbolsonaro Assim como eu não jogo lixo na rua pq não quero entupir boeiro.. independente de ter multa ou não. Eh questão lógica e de educação.  Por favor  pare de criar história e coloca na conta do governo responsabilidades que devem ser nossas. ( Nós, povo) boa noite",não

"@visaooeste A CIDADE DE OSASCO ESTA ABANDONADA!

AS RUAS ESTÃO TODAS ESBURACADAS, VOU DAR UAM VIA DE MILHARES QUE ESTÃO UM LIXO.

A RUA QUE FICA NA FRETE DA ESCOLA JULIA LOPES, É TANTO REMENDO E BURACO QUE PARECE QUE O LOCAL FOI BOMBARDEADO.",sim

"nem precisa ser só na praia, achou na rua pega e joga no lixo, se cada um catar uns 3 por dia faz uma diferença gigante https://t.co/w2IPrEjoxt",não

» Prefeitura de Major Vieira orienta população para não jogar lixo na rua - JMais https://t.co/ErmVhnLCcs,não

Lixo orgânico também é jogado na rua Leonardo Drumond... Não tem fiscalização https://t.co/XFcar1CnRY,sim

@dudasmola @ericalouuise_ Ela vai na rua jogar o lixo e se apaixona,não

@comlurbcomunica ESTAMOS COM AS DUAS LIXEIRAS CHEIAS E SEM ESPAÇO PARA COLOCAR LIXO NA RUA DAS AMENDOEIRAS EM COSMOS .PEÇO COLETA URGENTE @Prefeitura_Rio @RIOUrgent @CampoGrandeRJ1 @InformeRJO DESCASO E ABANDONO da @comlurbcomunica https://t.co/seO1nJRwSw,sim

"@wefightt @BTS_twt Até o saco de lixo jogado na rua

#BBMAsTopSocial BTS IS OUR REMEDY (@BTS_twt)",não

ai que bicha hipócrita kkkkkkk posta a foto de lixo na praia mas joga lixo na rua kkkkkkkk me poupe,não

"Boa tarde temos que jogar o lixo no lixo e, ñ na rua https://t.co/95aXnooy1o",não

"@cabofrio_pmcf Somente na cidade de Cabo Frio, né? Pois vocês ignoram os demais distritos. Essa é a Rua da Lontras em Unamar. Falta dignidade para os moradores. Convivemos com ratos, moscas e cobras. Esse é o lixo da Prefeitura de Cabo Frio. https://t.co/e7bgwnRWBr",não

"Pena que a água não é seletiva pra levar esse povo porcalhão que deve cagar até no sofa de casa e joga lixo na rua, ai tem que fazer drenagem.



Pro caralho todo mundo, incluindo o prefeito!



#ProibirCanudoDeuMuitoCertoSIM https://t.co/pubvovqzS9",não

Isso é culpa desses troxa que jogam lixo na rua,não

@AdrianoCezak Sério q vc teve o desprazer de cruzar com aquele lixo tóxico na rua?,não

"não joga lixo na rua não filho da puta, enfia no teu cu mas não joga na rua",não

na moral como eu odeio gente que joga lixo na rua vsf https://t.co/eXfWIIy9Y7,não

"Ref: oco. das 17h44 Incêndio em Residência na Rua Andradina com a Alfredo Pujol, fogo em lixo, nas dependências externas à residência, sem vítimas, extinto e local deixado em segurança. #193R",não

"Um caminhão de lixo tombou aqui na rua e um menino ficou preso, minha irmã pediu p ajudar até a ambulância chegar mas eu to tipo (???)",não

"@pinkfloydia Siim!! Não entendo, é como se estivesse na casa de alguém e jogasse o lixo no chão, a pessoa com certeza não gostaria. A rua é de todos, deveriam pensar que não é todo mundo que gosta de viver na imundície! 🤦🏻‍♀️",não

"Nunca andem na rua escura distraídos, hoje eu caí numa pilha de lixo",não

@sensacionalislz Depois eu fico ouvindo o povo reclamar que tá tendo muita enchente mas vive jogando lixo na rua,não

"Combate ao descarte irregular de lixo na rua Água Encantada, na Vila Ede. Contamos com vocês na manutenção! ♻ #CuidarProtegerInovar https://t.co/mwVkKSGDsu",sim

Infelizmente na maioria das vezes as próprias pessoas que são prejudicadas são as mesmas que jogam o lixo na rua e nos rios https://t.co/M9oI2pdkzV,não

Fico no veneno quando vejo alguém jogando lixo na rua https://t.co/3h0p5gcxSK,não

"@Central_1746 Esse lixo esta na entrada da Rua Major Jacarandá, esquina com Rua Laurindo Rabello no Estácio há mais de uma semana. Em caso de chuva forte vai descer pela Rua São Carlos e entupir os bueiros do bairro. Tá na hora de recolher. https://t.co/hoAwHi2LEA",sim

"""esse calor é o fim dos tempos, o apocalipse""

TEU CÚ! É TU QUE JOGA LIXO NA RUA, PÕE FOGO E DESTRÓI O CARALHO TODO PNC https://t.co/8DXhJG0ukY",não

"Aqui na esquina da Evaristo de Morais com a Rua das Rosas!!

Virou depósito de lixo, os porcos imundos sujam e o canalha não manda ninguém recolher. https://t.co/YAHMva8IlC",sim

tanta lixeira e o povo insiste em jogar lixo na rua https://t.co/fM8drWP9Mv,não

Reclama de alagamento mas fica jogando lixo na rua.,não

"Ae, se vc joga lixo na rua, vc é um bosta e ponto n tem discussão.",não

"Como assim não pode mais lixo na rua, e o meu direito de ir e vir como fica?",não

"@Lakeofme Minha vó foi lá brigar KKKKKK a muié jogou lixo NA RUA e ainda achou ruim reclamarem, tomara q o chinelo arrebente no meio da rua",não

"Caraí fi a @annykaroline45  e minha mãe gostam de uma treta kkkk

Elas saíram aqui na rua pra ver a treta do cara do caminhão de lixo com o outro homem e ainda debocharam do cara mano kkkkkkkkkkkkkkkkkkkk",não

Acabei de resgatar um gatinho aqui na rua que tava miando embaixo de entulhos/lixo,não

@jairbolsonaro Filha de São Paulo lixo! No dia 26/05 todos na rua apoiando nosso Presidente!,não

Denuncia sobre descarte de lixo ao lado panificadora Maranata 2 na frente dos predinhos na rua Salvador Dali.  os funcionários tem falado que fizeram de tudo para não jogarem os seus… https://t.co/1RzKPtyltk,sim

@CiaSabesp A sabesp no Guarujá está um lixo. Em frente minha casa obesgoto brota na rua os carros passam e os pedestres levam um banho de merda. Chamada sabesp disseram ser agua de chuva mesmo sem chuva ?? Piada. Não sabem a diferença de água de chuva e água de esgoto. Vergonha https://t.co/qW9fPwfk29,sim

Lixo e plástico queimando na rua General Garzon no Jardim Botânico. Muita fumaça no local @OperacoesRio @cbmerjoficial https://t.co/hVHdy0BJTT,sim

Peguei a latinha que a mulher jogou na rua e joguei no lixo,não

"mulher preta precisa construir auto estima todo dia pra não se achar um saco de lixo e até a mais linda e ovacionada em internet, é silenciada na rua então tem coisas q vcs acham banais e infantis em um relacionamento, q faz toda a diferença na nossa vivência. respeitem isso",não

@dooodaxe @maclas2ferraz ninguém precisa morar perto para você não jogar lixo na rua. não jogue para demostrar sua capacidade de ser humano.,não

"Tem dias que eu me acho tão linda, mas tem vezes que eu me sinto um lixo largado na rua",não

O motivo das ruas alagadas é o lixo que vcs jogam na rua mesmo,não

"@viclicia99 @ferrmatheus To de olho no meio ambiente hj, quase bati no cara q jogo lixo na rua",não

"Meu pai botou os sacos de lixo aqui na porta pq daqui a pouco passa o carro do lixo, mas o povo abriu todos os sacos e espalharam o lixo pela rua todaaaaa 😭",não

"@delucca Apesar que no carnaval a galera joga muito lixo na rua, não foi o caso???????",não

"#sp1 caos na rua Estêvão marcate,itaim paulista Zona leste!!! Carros lotam a rua! Funcionários da empresa de onibus #transunião param na rua e atrapalham moradores!!! Caminhão de lixo não conseguiu passar na rua hoje!!! Um descaso!!! Rua tranquil se tornou um caos só!!! https://t.co/htRz24vKu6",não

É eu sair igual um lixo na rua que eu encontro todo mundo 😴😴😴,não

"@yoonseot porra hj eu me vi usando um samsung na rua, vai si fude naum vale nada essa porra peguei da minha mao e joguei no lixo hauhauhauhau",não

"Tem homem que parece o caminhão da Comlurb né?Qualquer lixo que vê na rua sai catando, nojinho rs",não

se o carro do lixo estivesse passando por aqui hoje e eu estivesse na rua ELES COM CERTEZA me jogaram no carro por motivos de confundir pois estou UM LIXO HUMANO nessa quinta feira,não

Cheguei na rua bem na hora do caminhão de lixo,não

"Tenho pavor em jogar lixo na rua, fico segurando até achar uma lixeira",não

"Menina bonita passando na rua hoje. Jogou lixo no Rio, Que vontade de xingar ela",não

deixa eu te contar uma coisa: SE VC JOGA LIXO NA RUA VC NÃO TEM O DIREITO DE RECLAMAR DAS ENCHENTES MEU ANJO,não

@GBA_23 Verão é bom. Calor infernal é culpa do aquecimento global. Chuva que alaga é culpa do lixo que as pessoas jogam na rua e falta de manutenção do governo. Morada de mosquito também se deve a irresponsabilidade das pessoas que deixam objetos onde ele pode se proliferar. Verão é bom.,não

gente que joga lixo na rua = aberração,não

"Eu não gosto de jogar lixo na rua, sempre minha mãe e a escola me ensinaram que lixo é no lixo. Eu me incomodo de ver lixo nas praias!!!!! Fico até recolhendo!!! https://t.co/476hsgUQtk",não

"Dia 3: Lixo na rua 😡

#bksaocaetanodosul

Burger King da Avenida Goiás em São Caetano do Sul — em Burger King Brasil https://t.co/86hbk9xi3G",não

"Quem guarda lixo na mochila pra não jogar na rua e depois esquece de jogar fora, me add",não

» Prefeitura de Major Vieira orienta população para não jogar lixo na rua - JMais https://t.co/wG0UESHCcB,não

Vamos ver se agora vão parar de jogar lixo na rua depois desses alagamentos,não

"Exato, ninguem é contra diversão, festa, alegria, agora se pra você é divertido quebrar garrafa na rua, jogar lixo no chão e travar escadas rolantes tu é muito merda. https://t.co/j30AJLcbww",não

"acho que a metade do lixo do mundo tava nas minhas roupas, gavetas e mochila 

eu amo 

tragam o lixo de vcs pra casa meninax mas não joguem na rua ok",não

"Tô vendo geral postando sobre pessoas que jogam lixo na rua, porém essas mesmas pessoas também jogam. É muita hipocrisia 😒",não

@diegomaurilo @belemtransito @SeMOB_Bel Uma vez eu quase dei de cara com um caminhão de lixo. Dobrei dá José pio pra rua do una e o caminhão vinha na contramão.,não

"Há mais de um mês temos que conviver com este monte de lixo e entulhos na Rua Manoel Delfim Sarmento, 184/185, piorando o comércio e o funcionamento da Clínica Médica, já dificultados pelos engarrafamentos de ônibus e caminhões nesta rua mal organizada pelo Serviço Público",sim

@comlurbcomunica ESTAMOS COM AS DUAS LIXEIRAS CHEIAS E SEM ESPAÇO PARA COLOCAR LIXO NA RUA DAS AMENDOEIRAS EM COSMOS PEÇO COLETA URGENTE. @Prefeitura_Rio https://t.co/6HFYR2QDJG,sim

"Dor de cabeça e fome tá sendo lixo, mas se eu tivesse com dinheiro estaria na rua de fato",não

#SPTV na rua souza breves na Zona leste em frente a escola Joao dias da Silveira tambem ta cheio de lixo e entulho.,sim

bem q poderiam atualizar os pecados capitais e colocar jogar lixo na rua como um deles p ver se esse povo entende de uma vez por todas,não

Problema de mora sozinho o lixo não vai pro caminhão sozinho eu tenho que por lá na rua e alguém põem no caminhão que absurdo,não

ai gente que nervoso de mim eu coloquei o lixo reciclável na rua ontem achando que ontem era quinta feira puta que pariu o pior é que ontem era dia de lixeiro então meu lixinho reciclável foi levado pelo caminhão de lixo normal caralho tô triste,não

"“qualquer chuvinha natal alaga”

also o natalense jogando lixo na rua: https://t.co/tE8Xpe8TMT",não

Eu queria entender o que se passa na cabeça do ser humano que coloca fogo em lixo na rua pqp só pode ser muito babaca mesmo,não

Quando pensarem em jogar lixo na rua lembre-se desses alagamentos ai,não

"Ah mas vai tomar bem no CU com essa merda de inverno, cheio de bichinho e gente passando frio na rua, gripe, pé gelado e vocês ainda tem A CORAGEM de me dizer que gostam dessa estação lixo",não

Um dia eu ainda vou apanhar na rua por pegar o lixo q os outros jogam no chão e jogar na lixeira com a famosa cara de cu,não

"mano, eu passo uns nervoso na rua por causa de homem lixo que as vezes eu acho que vou passar mal",não

"@jft1914 @MoisesAraujo4 @Arua_Macedo @AndrewPrudente @marcoo_83 @EstevamGabrielC @ReciboSEP1 QUANDO vejo um video assim VEJO COMO LIXO COMO VC TEM UMA MERDA de vida FICA TECLANDO aqui E SAI PRA RUA E VE ESSE TIPO DE PEPPA que fala veRdade NA CARA DE VCS HAHAHAHAHAHAHA



e por isso QUE VCS SAO PIADA PRONTA



CHUPA SEU OTARIO HAHAHAHAHAHAH https://t.co/FUfn1SVvpE",não

"@OperacoesRio : Pessoas estão pondo lixo e entulho na calçada de uma empresa de ônibus que fica na RUA D.EMÍLIA,em Inhaúma em frente à Igreja Presbiteriana. Prefeitura retira,mas não multa e fiscaliza e lixo retorna! Ajudem por gentileza!",sim

Sou a pessoa mais lixo pra conhecer alguém na rua,não

Todo final de semana minha irmã vai pra baile e minha mãe nem fala nada ai eu piso o pé na rua pra colocar o lixo minha mãe ja está perguntando onde eu vou,não

"EU ODEIO GENTE Q JOGA LIXO NA RUA.

Seja papelzinho de bala ou não cara, qualquer lixinho q a pessoa joga na rua já me estressa",não

"que raiva de quem joga lixo na rua, TOMAR NO CU",não

"mano 2020 já é ano que vem

e eu pensando que em 2020 já ia ter carros voadores e mais uma pá de coisas tecnológicas maior dahora 

só que ao invés disso a única coisa que o ser humano sabe fazer é jogar lixo na rua",não

"parece que um anula o outro, os caras são maravilhosos mas puta que pariu, eles tratam as minas igual lixo que joga na rua mano, parece que não receberam educação",não

"Sempre quando estou na rua, uma senhora sempre bota o lixo no lugar aqui na rua certinho e tal",não

"Pessoas que vc deve evitar:

- quem maltrata animais

- quem maltrata idosos

- quem joga lixo na rua",não

"Caraca muito impressionada com esses homens na rua , casados e comprometidos com uma pessoa legal , aí não pode vê uma mulher na rua q quer falar Graçinha gostosa e isso e aquilo !! Que vergonha de homens !!!!! Valoriza quem te valoriza lixo tem em qualquer lugar!",não

"@Lilasoca @augustosnunes Oieee..o problema é  que o ""congresso"" tem o rabo preso.

A Grande maioria deles...principalmente a corja da esquerda..e não querem que seja aprovado na íntegra o pacote.

Vamos fazer nossa parte..

Ir pra rua..mas infelizmente o lixo esquerdista tem à maioria.",não

gente qual a dificuldade de jogar o lixo no lixo ao invés de jogar na rua? vai cair a mão por acaso caralho,não

"Querido satanás, leve homens que mexem com mulher na rua e pessoas que jogam lixo no chão. 

                      com amor, Rebeca Felix",não

"@Estadao É curioso que os ativistas ambientais fazem o inferno quando uma rodovia é duplicada evitando a morte de milhares de pessoas, mas ficam quietinhos quando uma comunidade desmata, polui córregos e rios, e jogam lixo na rua.",não

"agora qualquer chuvinha minha rua alaga mano 

PAREM DE JOGAR LIXO NA RUA CARALHO",não

"Vi uma latinha na rua, estava indo direto ao bueiro 

Peguei-a e coloquei no lixo :)",não

"ODEIO gnt que joga lixo na rua, de vdd, me irrita mttt",não

"@thatboyalx O Braga a ser campeão n ia haver pessoas na rua quanto mais lixo! E podes ter 100% certeza que nenhum outro clube ia fazer tantos estragos!, talvez metade! Mas a culpa é de quem organiza essas festas!rotundas cobertas d elixo as 12:00 horas logo enfrente a uma casa do benfica?",não

"Tudo o que mais foi pedido era pra que não jogassem lixo nas ruas no dia de hoje devido a chuva, mas a quantidade de saco que tem na rua é assustadora. Enquanto tem gente fazendo de tudo pra melhorar, tem o povo que vive no país das maravilhas nem aí pra nada, isso é muito triste",não

thanks god por não me ter cruzado com lixo hoje na rua kkk,não

"@OficialFGF @Gremio @SCInternacional Lixo de FEDERAÇÃO,  quanto foi a mala branca ao juiz? Expulsão clarrisma do André,  Renato dando soltando a franga,  botando dedo na cara, era rua tbm! Esse gaúchao perdeu a moral!",não

"Xô ver se eu entendi: o pessoal "" amante da natureza good vibes orgânico yes canudinho de alumínio"" foi pro bloco e deixou na rua toneladas de lixo? Hummm.....",não

@RomarioOnze Separar o lixo na hora da coleta. Jogar o lixo na lixeira e não na rua...,não

"Minha mãe ficou pistola pq tem um vizinho jogando lixo na nossa porta , ela fez um escândalo na rua KKKKKKKKKKKKKKKKKKKKK  OS VIZINHOS APARECERAM NA JANELA KKKKKKKKKKKK",não

Qual a necessidade da @PrefeituraBNU colocar a coleta de lixo na rua Antônio da Veiga as 18:30 horas numa sexta-feira?,sim

"se tem uma coisa que me dá uma gastura é ver alguém jogando lixo no meio da rua, a vontade de ir lá juntar e jogar na cara da pessoa não cabe em mim",não

"@babi concordo com tudo e queria estender um pouco a reclamação

você. isso, você aí que joga lixo na rua — copo descartável, folha de caderno, plástico —, pode tá bem longe da sua casa, e no seu bairro pode não ter perigo de alagamento, mas tenha empatia e não fica entupindo bueiro",não

"@Jordanafsm Sim, mas eu digo no sentido de que se parássemos de pegar panfletos na rua, não seria mais uma forma eficaz de propaganda e dessa forma poderia acabar com esse “costume”. Eu imagino que a panfletagem tenha um peso considerável na produção de lixo...",não

Se vocês me verem na rua com o uniforme da ótica e maquiada por favor me ignorem pq eu me sinto um lixo assim,não

"@VejaSP Além desta por favor, aprovem as leis que proíbem: sim algo na madrugada, consumo de bebidas alcoólicas e direção, jogar lixo na rua, atrasos da CPTM... enfim tem muita coisa pra fiscalizar prefeitura.",não

"Sobre você:

1. M

2. 13

3. orgulhoso nível hard 

4. Hannn... não 

5. 19

6. Sim

7. Carne/ sanduíche

8. Paciência e boa conversa 

9. Expressar de mais emoções

10.  Sim 

11. Sim

12. Sim, até de mais 

13. What?

14. Gnt que joga lixo na rua! 

15. Sim😍



Fav que mando as perguntas",não

"Mano, o ódio de qm joga lixo na rua pqp da vontade de pegar e fazer a pessoa comer",não

Meninas que andam km com a bituca de cigarro na mão fedendo  PQ NÃO TEM A BOSTA DE UM LIXO NA RUA,não

ontem tava desejando feliz dia da mulher hoje já tá assediando e buzinando na rua vai se foder lixo,não

"Em parceria com a prefeitura, comunidade da Rua dos Maias, na zona norte, realizou um mutirão de revitalização de uma área que servia para foco de lixo. Hoje, recebi uma mensagem muito bacana dizendo que a iniciativa está funcionando e não há mais lixo no local. Parabéns a todos! https://t.co/PcWaTQslKk",não

"tem uma gatinha que parte meu coração, ela tá tão magrinha e não enxerga de um olho, vive de comer lixo na rua",não

"Deus que perdoe mas eu não ligo pra esses alagamentos aqui em Curitiba, isso tudo é consequência do lixo que eles mesmo jogam na rua ou nos rios",não

"Passei o dia todo na rua cheguei em casa correndo vó pra faculdade , e minha coluna tá um lixo tô sofrendo",não

Eu falo até quando vou botar o lixo na rua que demora um total de 0min https://t.co/v1h33DK4Dk,não

e eu que saí de dentro do gluck hoje pra ir na rua juntar o lixo que o cara jogou no chão,não

"Boa tarde a todos... 



Tem gente que diz que joga lixo na rua para garantir o emprego do gari.

Mas morrer para dar trabalho ao coveiro ninguém quer, né?

 

TODO TRABALHO É DIGNO DE RESPEITO.

""GARI"",PARABÉNS PELO SEU… https://t.co/HQHMAtitS5",não

"@orfranblack Verão é um lixo mesmo, mas o horário é top. Além das questões de economia etc é mt bom ficar na rua até tarde sem ta escuro. A noite me deixa triste",não

@Normose_ Como pode aqueles vermes mijar na cabeça do outro em meio a multidão. Isso devia ser crime. Pq querem multar quem mija na rua. Lixo esse país. Ainda tem quem defenda aqueles vermes vagabundos.,não

Se vc guarda lixo na sua mochila pra não jogar na rua vc é um anjo sim,não

q raiva q eu sinto quando vejo gente jogando lixo na rua,não

vtnc mano eu fico muito puta qnd vejo gente jogando lixo na rua QUAL SEU PROBLEMA DE LEVAR PRA CASA E JOGAR NO LIXO,não

"gente, parem de jogar lixo na rua, que saco

a mão n vai cair se vc guardar na bolsa/mochila, bolso ou segurar até chegar na lixeira mais proxima",não

Não é pq tem gari na rua q tu tem q jogar lixo na rua seu fdp,não

pedindo perdao aqueles q vao me ver na rua hoje pois to um lixO,não

"Isso, joga mais lixo na rua, reclama da proibição do canudo, usa mil copos descartáveis, constrói em cima do esgoto",não

Dengue é sério e o povo continua a jogar lixo na rua. #JornalNacional,não

Se eu vesse esse filho da puta na rua eu dava murro na cara dele para aprender a respeitar São Paulo! Lixo do caralho! https://t.co/jdhiHiWpI3,não

"@rosa_riscala Manifestação da direita não tem confusão, só alto astral. Nem lixo na rua tem depois que acaba. Policiais e garis só assistem.",não

"a prefs de Teresina reclamando que o povo joga lixo na rua (até aí tá certa) agora pergunta se ela prepara estrutura pra evitar isso nos eventos, pergunte como é a coleta em bairros periféricos",não

"Se apegar a gato de rua é uma merda.

Você vai lá, faz carinho no bichano, compra ração porque ele tá todo dia na tua porta miando. Aí ele some por 2 dias e tu acha que fizeram mal.

Com certeza deve tá revirando o lixo de outro vizinho que nem fazia com o teu.",não

"Tmnc me dá raiva, por isso que dou um berro mesmo quando vejo alguém jogar lixo na rua https://t.co/yQu17jNcOF",não

"Você pode dar a ração mais cara para o cachorro comer em casa, mas se ele GOSTAR de futucar LIXO na rua, ele vai futucar (nao disse qual cachorro interpretem como quiser)",não

Tem dias que a pessoa sai de casa parecendo um lixo né? Aí é exatamente nesse dia que vc encontra varias pessoas conhecidas na rua 😂😂,não

"@crvgluna Enchente é uma coisa ""normal"" que acontecem na maioria das vezes por falta de educaçao nossa em ficar jogando lixo na rua e etc. Enchente acontece desde o tempo de nossos bisavós, é algo ""normal"" assim como homicidios que acontecem todos os dias nao é um caso isolado..",não

"@lihght_ Se não querer passar na rua em que uma mulher foi queimada viva e 2 homens foram mortos a tiro + onde encontraram o bebe no lixo é ser medricas, I’ll survive with that",não

"Não adianta jogar a culpa toda no governo agr (eles tem a sua parcela de culpa), mais é um problema social tbn, se o bueiro está entupido alagando a rua, é pq tão jogando lixo na rua, todos tem que fazer a sua parte",não

O que se passa na cabeça do indivíduo que joga lixo nas ruas? Acha-se dono da cidade e sai por aí sujando tudo? N… — sim velho coisa de doido jogar lixo na rua 🖕 https://t.co/hbJuQqImfb,não

Espero movimentos na rua e manifestações o mais breve possível.  Esse lixo ta afundando cada vez mais o pobre. https://t.co/OtFrdkFL7P,não

"eu adoro ver q as pessoas q passaram pela minha vida leva um pouco d coisa boa q eu ensinei

vejo os meninos falando sobre o vinho 

Vejo falando que não jogam lixo na rua mais 

Vejo eles tentando entender os outros 

Fico orgulhosa de mim por ter ensinado e deles por por em pratica",não

@rsallesmma Precisa urgente de uma campanha pesada pra conscientizar as pessoas a não jogar lixo na rua. As praias estavam imundas.,não

tá loco viado não tenho ngm pra apenas bater um papo na rua pqp que lixo,não

"@pragana5 É tipo não jogar lixo na rua se você faz vc faz sua parte, se vc n bater e fazer sua parte as pessoas podem não bater e as que batem vão ficar com cara de cu por passarem vergonha ao terem batido palma.",não

"A CULPA NÃO É DO POVO QUE JOGA LIXO NA RUA É DOS FILHA DA PUTA, CURRUPTOS QUE NÃO COLOCAM UM BUEIRO DESCENTE",não

@g1_sptv final da rua engenheiro Magalhães no vila Califórnia tá um caos muito lixo na rua mal cheiro insuportável e a culpa e das pessoas das carrocinhas que depois entulho e lixo lá cheio de rato.sem falar no dono do ferro velho que vai lá toda noite.,sim

Estou esperando um caminhão de lixo passar aqui na minha rua e me levar junto. https://t.co/sX9vdhN7an,não

vai joga lixo na rua memo desgraça,não

"primeiro que se tu mexe com mulher na rua tu nem é homem irmão, tu só é um pedaço de lixo vai se fude se eu te pegar eu te acabo no soco",não

"@prefsp Enquanto isso, a mesma senhora continua a fazer descarte irregular e colocando o lixo na rua hoje (domingo), sendo que o lixeiro só passa na terça. Com um atendimento desses, a vontade de denunciar e fazer o certo vai pelo ralo. Parabéns pelo péssimo serviço prestado!",não

@marieabove eu não jogo lixo na rua e respeito o meio ambiente sempre o máximo que eu posso então eu falo mesmo,não

"@rafael171295 @ka_mart @1bombom_ Cara, essa é uma das várias ruas e avenidas que foram recapeadas pelo projeto asfalto novo. Pega a lista e vai pesquisar se foi só em área nobre. Eu moro na Vila Mariana e o asfalto da minha rua é um lixo. https://t.co/xATtePORWy",não

Eu não entendo o que leva alguém a jogar lixo na rua,não

"@ss_critico @luvillega1 @nadanovonofront @folha Entretenimento não é perda de tempo, queimar pneus na rua e defender lixo vagabundo é, caro mortadela.",não

@_cambsoficial @carolcode deveriamos normalizar andar com um milho na rua até pq gera menos lixo,não

"Vcs não se comoverem com isso ou com as crianças que estão na rua, na moral, vcs são uns lixo. 

“Aí isso não comove, é só um feto, o que me comove são as crianças na rua” cala a boca, mano. Esse feto já é vida igual. Você é tão escroto quanto. https://t.co/VLK58l60IP",não

"to só a saudade desse lugazinho, poxa nenhum lixo na rua, poxa nenhum defeito https://t.co/sOr6vc19Mi",não

eu sou feia mas pelo menos eu não jogo lixo na rua,não

"As cidades do RJ são tão sujas, o povo joga muito lixo na rua, fico imaginando como deve ser a casa desse povo",não

"@NiteroiPref Se realmente houvesse algum horário, conseguiríamos segui-lo.

Cada vez o caminhão passa num horário diferente ou até em dia indevido. 

Já cansei de catar o lixo que coloquei no horário correto mas o caminhão não passa e acabam espalhando o lixo na rua toda. 😠",não

Enfia esses lixo q cês jogam na rua no meio do cu,não

"Márcia me me grita na rua eu dei tchau sem saber quem é aí olhei dnv e vi q era ela 

Ser míope é um lixo 😂🤦🏾‍♀️",não

"@Filhote_Hoseok eu já joguei lixo na rua, no mar não, mas na rua já",não

@Desesquerdizada @MCrivella @RedeGlobo Putasso..a globo e um saco mesmo!..todo mundo sabe que o Rio de janeiro não suporta chuva forte...a cidade foi mal planejada fora as favelas povo controle casa em encosta de morro Jaga lixo  na rua e não quer passar sufoco quando chove.,não

"Acho legal esse povo que cobra a prefeitura sobre o mato alto na rua, os bueiros entupidos e tals... Porém, O FILHO DUMÉGUA NÃO É CAPAZ DE CORTAR A GRAMA NEM DA FRENTE DA CASA,  E AINDA JOGA LIXO PELA JANELA DO CARRO... AAAAAAAAA ME POUPE E TOMA VERGONHA NA CARA, MANÉ!!!",não

"E não eu não jogo lixo na rua, ou praia ou etc !!!!!",não

fui botar o lixo na rua e meu deus eu so fui ali e voltei suando igual um fdp,não

"@heyymih_ voce sente muito dó de ""matar"" alguem, me diz quando voce vê uma criança na rua voce da sua casa para ela? voce oferece pelo menos um casaco? 

me doi ver muito mais crianças que poderiam estar aproveitando a infância e estao catando lixo para sobreviver sozinha",não

"Eu fico MTT mal de ver gente pedindo comida, ou gente dormindo na rua, ou sla tristes pq nn tem um livro q eu tenho e eu me sinto o maior lixo da terra por ter tudo e ainda ss querer me matar",não

"@Ordem_Publica @comlurbcomunica @Central_1746 Solução para lixão na zona norte e oeste(que não seja a Barra): Troca do lixo por lixo-reciclado,também conhecido com pneu coloridinho,cheio de plantas sem relevância ambiental(sem fruto/flor/cheiro/nativa).O pedestre?Ah,esse que ande pela rua mesmo https://t.co/4M81nj43TU",não

"selmi dey: não tinha frescura 

as crianças brincavam na rua e ninguém reclamava 

lanchão top 

todo mundo se conhece desde que nasceu

bar perto de casa que vende sorvete 



vila lixo xavier: gente loca vem acusar criança de tacar pedra no portão 

dengue",não

tenho q ir deixar o lixo no lixao la na rua mas eh mto longe mas ta fedendo https://t.co/i7zWqYHzXv,não

"Seguimos trabalhando para manter a cidade limpa e para minimizar os problemas ocasionados pela combinação perigosa lixo na rua e chuva. 🚧 Conto com a colaboração de todos para que possamos manter nossas ruas limpas, evitando assim maiores transtornos. 😉 https://t.co/EmgQYHZpj2",não

"E vocês que são do mimi são os primeiros a jogar lixo no chão, então nada de reclamar e ser porco na rua pessoal. https://t.co/7jfHOnyFrv",não

@biafgoncalves_ eu acho você a cara do lixo q vejo na rua😍,não

"A pessoa tá do lado, DO LADO da lixeira e tem a capacidade de jogar o lixo na rua gente, que absurdo o ser humano.",não

Não gosto de pessoas que jogam lixo na rua.,não

"mulher tem medo de pegar uber, de ficar muito bêbada, de ir sozinha num bar, de andar na rua a noite... mas ofensivo é chamar homem de lixo na internet? https://t.co/nNhGGC7RIv",não

